,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
55165,4874,HP742628,12/20/2008 05:00:00 AM,007XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,711,7.0,20.0,68.0,01A,1172495.0,1865750.0,2008,08/17/2015 03:03:40 PM,41.787057554,-87.64307776,"(41.787057554, -87.64307776)"
55752,4875,HP742605,12/20/2008 01:01:00 AM,018XX N PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,2535,25.0,30.0,20.0,01A,1149422.0,1912016.0,2008,08/17/2015 03:03:40 PM,41.914494441,-87.726477977,"(41.914494441, -87.726477977)"
56344,4876,HP743380,12/20/2008 02:47:00 PM,012XX W 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,734,7.0,17.0,67.0,01A,1169091.0,1857695.0,2008,08/17/2015 03:03:40 PM,41.765027954,-87.655791365,"(41.765027954, -87.655791365)"
56829,4877,HP744064,12/21/2008 05:36:00 AM,057XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,712,7.0,16.0,68.0,01A,1170624.0,1866777.0,2008,08/17/2015 03:03:40 PM,41.789916773,-87.649907926,"(41.789916773, -87.649907926)"
57607,4878,HP745393,12/19/2008 12:35:00 PM,038XX N TROY ST,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,True,False,1733,17.0,33.0,16.0,01A,1154703.0,1925401.0,2008,08/17/2015 03:03:40 PM,41.951119724,-87.706716852,"(41.951119724, -87.706716852)"
58331,6202600,HP289931,04/20/2008 02:39:18 AM,019XX W HOWARD ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,2424,24.0,49.0,1.0,04B,1161875.0,1950352.0,2008,05/11/2016 03:48:18 PM,42.019439266,-87.679652874,"(42.019439266, -87.679652874)"
58333,4879,HP746379,12/22/2008 08:40:00 PM,002XX W 91ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,True,False,634,6.0,21.0,49.0,01A,1176075.0,1844602.0,2008,08/17/2015 03:03:40 PM,41.728945342,-87.630584998,"(41.728945342, -87.630584998)"
59113,4880,HP746649,12/22/2008 09:09:00 PM,030XX S AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1031,10.0,22.0,30.0,01A,1151190.0,1884132.0,2008,08/17/2015 03:03:40 PM,41.837943156,-87.72071375,"(41.837943156, -87.72071375)"
59721,4881,HP748372,12/24/2008 01:12:00 AM,008XX W 112TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2233,22.0,34.0,75.0,01A,1172811.0,1830576.0,2008,08/17/2015 03:03:40 PM,41.69052843,-87.64295372,"(41.69052843, -87.64295372)"
60308,4882,HP750645,12/26/2008 03:25:00 AM,042XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1115,11.0,28.0,26.0,01A,1148099.0,1898998.0,2008,08/17/2015 03:03:40 PM,41.878797251,-87.731673919,"(41.878797251, -87.731673919)"
60986,4883,HP747278,12/23/2008 11:40:00 AM,071XX S CHAMPLAIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,323,3.0,6.0,69.0,01A,1181799.0,1857837.0,2008,08/17/2015 03:03:40 PM,41.765133487,-87.609208779,"(41.765133487, -87.609208779)"
61535,4884,HP752539,12/27/2008 10:30:00 AM,003XX W 99TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,511,5.0,9.0,49.0,01A,1175760.0,1838948.0,2008,08/17/2015 03:03:40 PM,41.713437049,-87.631907666,"(41.713437049, -87.631907666)"
62108,4885,HP752435,12/27/2008 09:33:00 AM,028XX S QUINN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,923,9.0,11.0,60.0,01A,1170075.0,1885691.0,2008,08/17/2015 03:03:40 PM,41.841830676,-87.651370553,"(41.841830676, -87.651370553)"
62733,4886,HP753126,12/27/2008 04:15:00 PM,049XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,224,2.0,3.0,38.0,01A,1178433.0,1872381.0,2008,08/17/2015 03:03:40 PM,41.80512076,-87.621104499,"(41.80512076, -87.621104499)"
63293,4887,HP756259,12/29/2008 04:03:00 PM,051XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1532,15.0,28.0,25.0,01A,1141799.0,1903516.0,2008,08/17/2015 03:03:40 PM,41.891314063,-87.754694725,"(41.891314063, -87.754694725)"
63991,4888,HP758817,12/31/2008 03:27:00 AM,081XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,631,6.0,6.0,44.0,01A,1180987.0,1851239.0,2008,08/17/2015 03:03:40 PM,41.747046586,-87.612387634,"(41.747046586, -87.612387634)"
64513,4889,HP759317,12/31/2008 03:00:00 PM,028XX W 60TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,824,8.0,16.0,66.0,01A,1158309.0,1864730.0,2008,08/17/2015 03:03:40 PM,41.78455928,-87.695119418,"(41.78455928, -87.695119418)"
65182,4890,HR100192,01/01/2009 05:40:00 AM,001XX N GREEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1212,12.0,27.0,28.0,01A,1170698.0,1901438.0,2009,08/17/2015 03:03:40 PM,41.885028069,-87.648623471,"(41.885028069, -87.648623471)"
65747,4891,HR103491,01/03/2009 04:44:00 AM,113XX S RACINE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,2234,22.0,34.0,75.0,01A,1170353.0,1829687.0,2009,08/17/2015 03:03:40 PM,41.688142576,-87.651978337,"(41.688142576, -87.651978337)"
66497,4892,HR104305,01/03/2009 06:04:00 PM,021XX E 68TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,331,3.0,5.0,43.0,01A,1191490.0,1860300.0,2009,08/17/2015 03:03:40 PM,41.771662784,-87.573609191,"(41.771662784, -87.573609191)"
67272,4893,HR105382,01/04/2009 04:39:00 PM,092XX S DOBSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,413,4.0,8.0,47.0,01A,1184831.0,1843917.0,2009,08/17/2015 03:03:40 PM,41.72686498,-87.598531415,"(41.72686498, -87.598531415)"
68036,4894,HR112006,01/08/2009 04:28:00 PM,059XX S SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,822,8.0,13.0,65.0,01A,1151395.0,1864715.0,2009,08/17/2015 03:03:40 PM,41.784656149,-87.72046962,"(41.784656149, -87.72046962)"
68646,4895,HR115582,01/10/2009 11:15:00 PM,050XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,231,2.0,3.0,38.0,01A,1177570.0,1871528.0,2009,08/17/2015 03:03:40 PM,41.802799631,-87.624295403,"(41.802799631, -87.624295403)"
69305,4896,HR115899,01/11/2009 09:00:00 AM,010XX W 90TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,True,False,2222,22.0,21.0,73.0,01A,1170784.0,1845129.0,2009,08/17/2015 03:03:40 PM,41.730508409,-87.649951831,"(41.730508409, -87.649951831)"
69901,4897,HR118773,01/13/2009 03:04:00 AM,065XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,832,8.0,15.0,66.0,01A,1161495.0,1861323.0,2009,08/17/2015 03:03:40 PM,41.775144517,-87.683532573,"(41.775144517, -87.683532573)"
70510,4898,HR125120,01/17/2009 02:56:00 AM,062XX S SACRAMENTO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,823,8.0,15.0,66.0,01A,1157452.0,1863204.0,2009,08/17/2015 03:03:40 PM,41.780389129,-87.698302873,"(41.780389129, -87.698302873)"
71135,4899,HR127771,01/18/2009 11:00:00 PM,046XX S DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,821,8.0,14.0,58.0,01A,1153530.0,1873510.0,2009,08/17/2015 03:03:40 PM,41.808748873,-87.712408822,"(41.808748873, -87.712408822)"
71731,4900,HR136031,01/24/2009 02:26:00 AM,037XX W LEXINGTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,ROOMING HOUSE,True,False,1133,11.0,24.0,27.0,01A,1151663.0,1896447.0,2009,08/17/2015 03:03:40 PM,41.871727721,-87.718654582,"(41.871727721, -87.718654582)"
72395,4901,HR136987,01/24/2009 05:45:00 PM,000XX W 15TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,132,1.0,3.0,33.0,01A,1176023.0,1893062.0,2009,08/17/2015 03:03:40 PM,41.861925557,-87.629321673,"(41.861925557, -87.629321673)"
72962,4902,HR136987,01/24/2009 05:45:00 PM,000XX W 15TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,132,1.0,3.0,33.0,01A,1176023.0,1893062.0,2009,08/17/2015 03:03:40 PM,41.861925557,-87.629321673,"(41.861925557, -87.629321673)"
73643,4903,HR138005,01/25/2009 02:45:00 PM,011XX W 122ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,SCHOOL YARD,False,False,524,5.0,34.0,53.0,01A,1170772.0,1823890.0,2009,08/17/2015 03:03:40 PM,41.672225539,-87.650612577,"(41.672225539, -87.650612577)"
74245,4904,HR140291,01/27/2009 01:10:00 AM,020XX W 70TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,True,True,735,7.0,17.0,67.0,01A,1163989.0,1857903.0,2009,08/17/2015 03:03:40 PM,41.765707495,-87.674485899,"(41.765707495, -87.674485899)"
74905,4905,HR142077,01/28/2009 08:37:00 AM,068XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,False,False,322,3.0,20.0,69.0,01A,1178772.0,1859753.0,2009,08/17/2015 03:03:40 PM,41.770460588,-87.620245324,"(41.770460588, -87.620245324)"
75658,4906,HR142077,01/28/2009 08:37:00 AM,068XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,False,False,322,3.0,20.0,69.0,01A,1178772.0,1859753.0,2009,08/17/2015 03:03:40 PM,41.770460588,-87.620245324,"(41.770460588, -87.620245324)"
76460,4907,HR143531,01/28/2009 09:00:00 PM,081XX S HOUSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,422,4.0,7.0,46.0,01A,1197902.0,1851627.0,2009,08/17/2015 03:03:40 PM,41.747705661,-87.550394781,"(41.747705661, -87.550394781)"
77135,4908,HR143224,01/28/2009 07:31:00 PM,016XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1222,12.0,25.0,31.0,01A,1167302.0,1892064.0,2009,08/17/2015 03:03:40 PM,41.859378737,-87.661363552,"(41.859378737, -87.661363552)"
77761,4909,HR143725,01/29/2009 11:30:00 AM,122XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,523,5.0,9.0,53.0,01A,1178458.0,1823871.0,2009,08/17/2015 03:03:40 PM,41.672002853,-87.622482364,"(41.672002853, -87.622482364)"
78386,4910,HR145264,01/30/2009 03:50:00 AM,081XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,631,6.0,6.0,44.0,01A,1180990.0,1851144.0,2009,08/17/2015 03:03:40 PM,41.746785826,-87.612379558,"(41.746785826, -87.612379558)"
79023,4911,HR145232,01/30/2009 04:04:00 AM,014XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,TAVERN,False,False,1333,12.0,27.0,28.0,01A,1166633.0,1901539.0,2009,08/17/2015 03:03:40 PM,41.885393253,-87.663547848,"(41.885393253, -87.663547848)"
79559,4912,HR146859,01/31/2009 01:10:00 AM,039XX W ARGYLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,1712,17.0,39.0,14.0,01A,1149325.0,1932936.0,2009,08/17/2015 03:03:40 PM,41.971902506,-87.726290051,"(41.971902506, -87.726290051)"
80183,4913,HR146859,01/31/2009 01:10:00 AM,039XX W ARGYLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,1712,17.0,39.0,14.0,01A,1149325.0,1932936.0,2009,08/17/2015 03:03:40 PM,41.971902506,-87.726290051,"(41.971902506, -87.726290051)"
80723,4914,HP397470,01/30/2009 09:50:00 PM,006XX N MONTICELLO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,True,1122,11.0,27.0,23.0,01A,1151937.0,1904052.0,2009,08/17/2015 03:03:40 PM,41.892591259,-87.717448236,"(41.892591259, -87.717448236)"
81370,4915,HR148450,02/01/2009 02:00:00 AM,081XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,631,6.0,8.0,44.0,01A,1183652.0,1851159.0,2009,08/17/2015 03:03:40 PM,41.746765368,-87.602624951,"(41.746765368, -87.602624951)"
82516,4917,HR160784,02/08/2009 10:37:00 PM,062XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,713,7.0,16.0,67.0,01A,1167403.0,1863354.0,2009,08/17/2015 03:03:40 PM,41.780593297,-87.661816429,"(41.780593297, -87.661816429)"
83124,4918,HR159031,02/07/2009 05:30:00 PM,103XX S DOTY AVE E,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,434,4.0,10.0,51.0,01A,1189757.0,1836996.0,2009,08/17/2015 03:03:40 PM,41.707756212,-87.580708771,"(41.707756212, -87.580708771)"
83684,4919,HR167092,02/12/2009 04:26:00 PM,059XX S CAMPBELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,824,8.0,16.0,66.0,01A,1160720.0,1865271.0,2009,08/17/2015 03:03:40 PM,41.785994409,-87.68626473,"(41.785994409, -87.68626473)"
84460,4920,HR169053,02/13/2009 09:38:00 PM,052XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,CAR WASH,True,False,1523,15.0,28.0,25.0,01A,1141450.0,1902028.0,2009,08/17/2015 03:03:40 PM,41.887237261,-87.75601322,"(41.887237261, -87.75601322)"
85226,4921,HR169053,02/13/2009 09:38:00 PM,052XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,CAR WASH,True,False,1523,15.0,28.0,25.0,01A,1141450.0,1902028.0,2009,08/17/2015 03:03:40 PM,41.887237261,-87.75601322,"(41.887237261, -87.75601322)"
85985,4922,HR170634,02/14/2009 06:55:00 PM,075XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,623,6.0,6.0,69.0,01A,1178025.0,1854947.0,2009,08/17/2015 03:03:40 PM,41.757289357,-87.623128962,"(41.757289357, -87.623128962)"
86527,4923,HR170906,02/14/2009 11:10:00 PM,024XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,True,False,1125,11.0,2.0,28.0,01A,1160086.0,1898978.0,2009,08/17/2015 03:03:40 PM,41.878503343,-87.687660382,"(41.878503343, -87.687660382)"
87048,4924,HR170948,02/14/2009 11:55:00 PM,019XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1222,12.0,25.0,31.0,01A,1167341.0,1890749.0,2009,08/17/2015 03:03:40 PM,41.855769424,-87.661258179,"(41.855769424, -87.661258179)"
87724,4925,HR171024,02/15/2009 04:45:00 AM,015XX S AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,1014,10.0,24.0,29.0,01A,1150961.0,1892263.0,2009,08/17/2015 03:03:40 PM,41.860260107,-87.721341433,"(41.860260107, -87.721341433)"
88242,4926,HR171156,02/15/2009 07:01:00 AM,029XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,823,8.0,15.0,66.0,01A,1157648.0,1862719.0,2009,08/17/2015 03:03:40 PM,41.779054245,-87.697597443,"(41.779054245, -87.697597443)"
88875,4927,HR171941,02/16/2009 03:07:00 AM,078XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,CTA PROPERTY,True,False,835,8.0,18.0,70.0,01A,1161742.0,1852523.0,2009,08/17/2015 03:03:40 PM,41.750990919,-87.682871041,"(41.750990919, -87.682871041)"
89473,4928,HR174812,02/17/2009 05:52:00 PM,072XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,323,3.0,6.0,69.0,01A,1179730.0,1857119.0,2009,08/17/2015 03:03:40 PM,41.763210765,-87.616814137,"(41.763210765, -87.616814137)"
89962,4929,HR176137,02/18/2009 04:30:00 PM,015XX W 58TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,True,False,713,7.0,15.0,67.0,01A,1167208.0,1866269.0,2009,08/17/2015 03:03:40 PM,41.788596592,-87.66244795,"(41.788596592, -87.66244795)"
90623,4930,HR180267,02/20/2009 02:59:00 PM,087XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,423,4.0,10.0,46.0,01A,1197280.0,1847686.0,2009,08/17/2015 03:03:40 PM,41.736906763,-87.55280491,"(41.736906763, -87.55280491)"
91115,4931,HR180267,02/20/2009 02:59:00 PM,087XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,423,4.0,10.0,46.0,01A,1197280.0,1847686.0,2009,08/17/2015 03:03:40 PM,41.736906763,-87.55280491,"(41.736906763, -87.55280491)"
91746,4932,HR180267,02/20/2009 02:59:00 PM,087XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,423,4.0,10.0,46.0,01A,1197280.0,1847686.0,2009,08/17/2015 03:03:40 PM,41.736906763,-87.55280491,"(41.736906763, -87.55280491)"
92235,4933,HR179373,02/21/2009 01:45:00 AM,025XX W 42ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,914,9.0,12.0,58.0,01A,1160307.0,1876736.0,2009,08/17/2015 03:03:40 PM,41.817464365,-87.687463132,"(41.817464365, -87.687463132)"
92937,4934,HR182652,02/22/2009 05:58:00 AM,013XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,False,False,1231,12.0,2.0,28.0,01A,1167247.0,1894019.0,2009,08/17/2015 03:03:40 PM,41.864744605,-87.661509284,"(41.864744605, -87.661509284)"
93671,4935,HR184505,02/23/2009 03:10:00 PM,008XX N LARAMIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,1531,15.0,37.0,25.0,01A,1141538.0,1905013.0,2009,08/17/2015 03:03:40 PM,41.895426836,-87.755616248,"(41.895426836, -87.755616248)"
94408,4936,HR188465,02/25/2009 10:00:00 PM,056XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,713,7.0,16.0,67.0,01A,1167302.0,1867237.0,2009,08/17/2015 03:03:40 PM,41.791250887,-87.662075574,"(41.791250887, -87.662075574)"
95063,4937,HP227570,02/24/2009 08:50:00 PM,037XX W AUGUSTA BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,True,1112,11.0,27.0,23.0,01A,1151073.0,1906406.0,2009,08/17/2015 03:03:40 PM,41.899067847,-87.720559635,"(41.899067847, -87.720559635)"
95647,4938,HR187661,02/25/2009 01:41:00 PM,056XX W WEST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,1512,15.0,29.0,25.0,01A,1138862.0,1900914.0,2009,08/17/2015 03:03:40 PM,41.884227688,-87.765544315,"(41.884227688, -87.765544315)"
96122,4939,HR190454,02/27/2009 08:00:00 AM,026XX W 25TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,1034,10.0,12.0,30.0,01A,1159256.0,1887312.0,2009,08/17/2015 03:03:40 PM,41.84650775,-87.691028442,"(41.84650775, -87.691028442)"
96691,4940,HR193724,03/01/2009 09:05:00 AM,105XX S NORMAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,True,True,2233,22.0,34.0,49.0,01A,1174821.0,1835065.0,2009,08/17/2015 03:03:40 PM,41.702802476,-87.635461857,"(41.702802476, -87.635461857)"
97129,4941,HR196091,03/03/2009 12:01:00 AM,055XX W MONROE ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,False,False,1522,15.0,29.0,25.0,01A,1139512.0,1899113.0,2009,08/17/2015 03:03:40 PM,41.879273685,-87.763201338,"(41.879273685, -87.763201338)"
97639,4942,HR201628,03/06/2009 02:46:00 PM,031XX N NEWCASTLE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,2511,25.0,36.0,18.0,01A,1130206.0,1920111.0,2009,08/17/2015 03:03:40 PM,41.937059524,-87.796889882,"(41.937059524, -87.796889882)"
98202,4943,HR202638,03/06/2009 11:55:00 PM,032XX E 92ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,424,4.0,10.0,46.0,01A,1199414.0,1844576.0,2009,08/17/2015 03:03:40 PM,41.728319311,-87.545091126,"(41.728319311, -87.545091126)"
98689,4944,HR202770,03/07/2009 01:54:00 AM,005XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,True,1512,15.0,29.0,25.0,01A,1138937.0,1903099.0,2009,08/17/2015 03:03:40 PM,41.890222244,-87.765215781,"(41.890222244, -87.765215781)"
99345,4945,HR207222,03/09/2009 11:00:00 PM,116XX S CHURCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2212,22.0,19.0,75.0,01A,1165334.0,1827516.0,2009,08/17/2015 03:03:40 PM,41.682292438,-87.670413714,"(41.682292438, -87.670413714)"
99875,4946,HR208717,03/10/2009 08:38:00 PM,049XX N RIDGEWAY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1712,17.0,39.0,14.0,01A,1150500.0,1932478.0,2009,08/17/2015 03:03:40 PM,41.970622796,-87.721981386,"(41.970622796, -87.721981386)"
100445,4947,HR209487,03/11/2009 10:15:00 AM,032XX W WALNUT ST,0110,HOMICIDE,FIRST DEGREE MURDER,STAIRWELL,True,False,1123,11.0,28.0,27.0,01A,1154727.0,1901445.0,2009,08/17/2015 03:03:40 PM,41.885381985,-87.707271494,"(41.885381985, -87.707271494)"
101016,4948,HR214507,03/13/2009 11:35:00 PM,011XX W 110TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,False,False,2234,22.0,34.0,75.0,01A,1170688.0,1831854.0,2009,08/17/2015 03:03:40 PM,41.694081896,-87.650689059,"(41.694081896, -87.650689059)"
101537,4949,HR217834,03/16/2009 12:22:00 AM,122XX S HARVARD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,523,5.0,34.0,53.0,01A,1176165.0,1823701.0,2009,08/17/2015 03:03:40 PM,41.671587946,-87.630879792,"(41.671587946, -87.630879792)"
102390,4950,HR218925,03/17/2009 08:49:00 PM,015XX E 65TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,321,3.0,5.0,42.0,01A,1187548.0,1861871.0,2009,08/17/2015 03:03:40 PM,41.776068387,-87.588009129,"(41.776068387, -87.588009129)"
103192,4951,HR220087,03/17/2009 11:11:00 AM,018XX S MILLARD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1014,10.0,24.0,29.0,01A,1152333.0,1890732.0,2009,08/17/2015 03:03:40 PM,41.856031917,-87.716345521,"(41.856031917, -87.716345521)"
103945,4952,HR217708,03/17/2009 03:04:00 PM,050XX W LE MOYNE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2533,25.0,37.0,25.0,01A,1142294.0,1909500.0,2009,08/17/2015 03:03:40 PM,41.907725675,-87.752728072,"(41.907725675, -87.752728072)"
104528,4953,HR221629,03/17/2009 10:14:00 PM,017XX N KARLOV AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,2534,25.0,30.0,23.0,01A,1148778.0,1911338.0,2009,08/17/2015 03:03:40 PM,41.912646423,-87.728861513,"(41.912646423, -87.728861513)"
105084,4954,HR223990,03/19/2009 12:59:00 PM,032XX S LAWNDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,False,False,1031,10.0,22.0,30.0,01A,1152224.0,1882780.0,2009,08/17/2015 03:03:40 PM,41.834212796,-87.716955092,"(41.834212796, -87.716955092)"
105731,4955,HR228910,03/22/2009 08:12:00 AM,009XX E 84TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,True,632,6.0,8.0,44.0,01A,1183827.0,1849485.0,2009,08/17/2015 03:03:40 PM,41.742167654,-87.602035843,"(41.742167654, -87.602035843)"
106323,4956,HR233674,03/24/2009 11:20:00 PM,091XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2222,22.0,21.0,73.0,01A,1168597.0,1844242.0,2009,08/17/2015 03:03:40 PM,41.728121719,-87.657989027,"(41.728121719, -87.657989027)"
106969,4957,HR237423,03/27/2009 01:43:00 AM,041XX W TAYLOR ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1132,11.0,24.0,26.0,01A,1149001.0,1895453.0,2009,08/17/2015 03:03:40 PM,41.869051962,-87.72845365,"(41.869051962, -87.72845365)"
107557,4958,HR240137,03/28/2009 03:54:00 PM,107XX S EGGLESTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,False,False,2233,22.0,34.0,49.0,01A,1175193.0,1833665.0,2009,08/17/2015 03:03:40 PM,41.69895239,-87.634141308,"(41.69895239, -87.634141308)"
108069,4959,HR245888,04/01/2009 06:00:00 AM,068XX S PEORIA ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,False,False,723,7.0,17.0,68.0,01A,1171488.0,1859471.0,2009,08/17/2015 03:03:40 PM,41.769849367,-87.646953724,"(41.769849367, -87.646953724)"
108715,4960,HR248324,04/02/2009 05:42:00 PM,061XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,313,3.0,20.0,42.0,01A,1182619.0,1864520.0,2009,08/17/2015 03:03:40 PM,41.783453292,-87.605996101,"(41.783453292, -87.605996101)"
109204,4961,HR249864,04/03/2009 05:27:00 PM,054XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,True,False,1524,15.0,37.0,25.0,01A,1139756.0,1907462.0,2009,08/17/2015 03:03:40 PM,41.902179926,-87.762101309,"(41.902179926, -87.762101309)"
109808,4962,HR250767,04/04/2009 01:11:00 AM,064XX S INGLESIDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,314,3.0,20.0,42.0,01A,1183833.0,1862486.0,2009,08/17/2015 03:03:40 PM,41.777843549,-87.601608671,"(41.777843549, -87.601608671)"
111041,4964,HR253677,04/05/2009 11:13:00 PM,062XX S CAMPBELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,825,8.0,15.0,66.0,01A,1160778.0,1863120.0,2009,08/17/2015 03:03:40 PM,41.780090573,-87.686111436,"(41.780090573, -87.686111436)"
111834,4965,HR247290,04/07/2009 04:45:00 AM,014XX N MASON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2531,25.0,29.0,25.0,01A,1136430.0,1908867.0,2009,08/17/2015 03:03:40 PM,41.906095544,-87.774284758,"(41.906095544, -87.774284758)"
